zipcode,block,lot,cd,schooldist,council,firecomp,policeprct,healtharea,sanitboro,sanitsub,zonedist1,spdist1,ltdheight,landuse,lotarea,bldgarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,assesstot,yearbuilt,residfar,commfar,facilfar,borocode,xcoord,ycoord,edesignum,sanitdistrict,healthcenterdistrict,pfirm15_flag,yearalter,income,assessland
11414,14067,8,410,27,32,L173,106,3611,4,4C,R,0,0,1,4000.0,2296.0,1,2.0,1,1,50.0,80.0,26.0,46.0,1,1,N,3,39910.0,1965,0.5,0.0,1.0,4,1026724.0,176633.0,0,10,45,1,0,66230.62539327407,12091.0
11208,4085,4,305,19,42,L107,75,6420,3,3E,R,0,0,1,2002.0,1780.0,1,2.0,2,2,20.0,100.08,20.0,44.0,0,2,N,5,21232.0,1986,1.25,0.0,2.0,3,1017806.0,182763.0,0,5,33,0,0,35299.957970111485,6485.0
11203,4935,58,317,17,45,E255,67,5520,3,2B,R,0,0,1,1575.0,1845.0,2,2.0,2,2,15.75,100.0,15.75,43.0,0,2,N,5,23544.0,1930,0.9,0.0,2.0,3,999843.0,174212.0,0,17,35,0,0,43998.66039185083,9505.0
11375,2124,47,406,28,29,E324,112,1910,4,1D,R,0,0,1,2425.0,1925.0,1,2.0,2,2,20.0,121.25,20.0,35.0,1,2,N,5,36396.0,1940,0.9,0.0,2.0,4,1024955.0,206614.0,0,6,46,0,0,193906.80094985192,9879.0
10305,3226,63,502,31,50,E161,122,910,5,1D,R,0,0,1,22200.0,2467.0,2,1.75,1,1,120.0,185.0,56.0,33.0,1,1,N,2,49035.0,1940,0.5,0.0,1.0,5,962108.0,158060.0,0,2,51,0,0,259995.929200374,29625.0
11234,7875,20,318,22,46,E309,63,8822,3,7E,R,0,0,5,6000.0,8185.0,2,2.0,0,3,60.0,100.0,55.0,84.0,1,2,N,5,312750.0,1956,0.6,0.0,1.0,3,1004621.0,165123.0,0,18,35,0,2008,39015.72176487708,60750.0
11355,5104,30,407,25,20,L129,109,1200,4,1E,R,0,0,1,1311.0,1456.0,1,2.0,1,1,23.0,57.0,23.0,32.0,1,2,N,5,29196.0,1960,2.43,0.0,4.8,4,1031273.0,213914.0,0,7,43,0,0,34286.65891370895,6228.0
11103,739,31,401,30,22,L117,114,510,4,5D,R,0,0,1,2500.0,1650.0,2,2.0,2,2,25.0,100.0,25.0,33.0,1,2,N,5,37490.0,1925,1.25,0.0,2.0,4,1009440.0,216133.0,0,1,41,0,0,127841.67524749535,8458.0
11217,1059,20,306,13,39,L105,78,4500,3,3E,R,0,0,1,2100.0,4296.0,1,3.0,2,2,21.0,100.0,21.0,50.0,0,2,N,5,58850.0,1899,3.0,0.0,3.0,3,991655.0,185520.0,0,6,36,0,0,129796.19160339756,8641.0
11420,11600,23,410,27,28,L126,106,3220,4,2D,R,0,0,1,2517.0,2412.0,1,2.0,2,2,25.17,100.0,20.0,62.0,1,2,N,5,29232.0,1920,0.9,0.0,2.0,4,1033911.0,187493.0,0,10,45,0,0,133203.78145807108,6839.0
11231,364,24,306,15,39,E202,76,4000,3,1C,R,0,0,2,1958.0,3960.0,1,3.0,3,3,22.0,89.0,22.0,45.0,0,2,N,5,40968.0,1899,2.0,0.0,2.0,3,983877.0,187270.0,0,6,38,0,0,256073.5727962541,4972.0
11361,6092,28,411,26,19,E320,111,2110,4,2C,R,0,0,1,2773.0,1284.0,2,2.5,2,2,30.0,92.42,20.0,28.0,1,1,N,5,33177.0,1935,0.5,0.0,1.0,4,1044845.0,219464.0,0,11,43,0,0,206518.3764828979,9328.0
11378,2839,22,405,24,30,L136,104,1821,4,5D,R,0,0,1,3500.0,1188.0,2,2.5,1,1,35.0,100.0,22.0,27.0,1,1,N,5,32962.0,1940,0.9,0.0,2.0,4,1014733.0,202192.0,0,5,46,0,0,81176.60940353022,9926.0
10470,3393,79,212,11,11,L039,47,510,2,4C,R,0,0,1,2500.0,2184.0,1,2.0,2,2,25.0,100.0,21.0,52.0,0,1,N,5,26712.0,1910,0.9,0.0,2.0,2,1021629.0,267505.0,0,12,24,0,0,251440.50591951713,7310.0
11413,13191,275,413,29,31,L158,105,3532,4,6E,R,0,0,1,3013.0,1528.0,2,2.0,1,1,20.42,147.58,20.0,34.0,1,2,N,5,24616.0,1940,0.9,0.0,2.0,4,1053963.0,182939.0,0,13,44,0,0,163939.26759906404,11435.0
11373,1837,76,404,24,25,E287,110,1420,4,2C,R,0,0,1,1944.0,1846.0,2,2.0,2,2,37.25,44.0,26.0,32.0,1,1,Y,5,36096.0,1950,3.0,0.0,3.0,4,1018740.0,208357.0,0,4,42,0,0,100573.76053601966,14912.0
11211,2762,33,301,14,34,E216,90,700,3,5A,R,0,0,2,1494.0,1928.0,1,3.0,3,3,19.92,75.0,19.92,50.0,0,2,N,5,18717.0,1910,2.0,0.0,2.0,3,998429.0,199243.0,0,1,30,0,0,178347.49161724106,2629.0
11368,1747,7,403,24,21,L154,115,1100,4,3C,R,0,0,2,3000.0,3255.0,2,2.0,4,4,30.0,100.0,21.0,54.0,1,1,N,5,74050.0,1920,1.25,0.0,2.0,4,1022235.0,214662.0,0,3,42,0,0,179533.59423844985,26337.0
11233,1443,45,316,23,37,L176,73,3700,3,1B,R,0,0,1,2143.0,2076.0,1,3.0,2,2,20.0,107.17,20.0,40.0,0,2,N,5,10419.0,1901,2.43,0.0,4.8,3,1010054.0,185128.0,0,16,34,0,0,157077.5206439937,6397.0
11367,6596,83,408,25,24,E299,107,2011,4,3C,R,0,0,1,2975.0,1700.0,1,2.0,2,2,25.0,119.0,25.0,34.0,0,2,N,5,38650.0,1950,0.9,0.0,2.0,4,1032260.0,204492.0,0,8,43,0,0,432799.2617063966,12167.0
11361,6087,44,411,26,19,E320,111,2110,4,1D,R,0,0,1,4000.0,1680.0,2,2.0,2,2,40.0,100.0,22.0,37.0,1,1,N,5,46368.0,1950,0.5,0.0,1.0,4,1044219.0,219444.0,0,11,43,0,2006,206706.3708778543,11469.0
10016,892,76,106,2,4,L007,17,5300,1,2B,R,0,0,2,1975.0,5955.0,1,5.0,10,10,20.0,98.75,20.0,72.0,1,2,N,5,627843.0,1910,4.0,0.0,4.0,1,990032.0,211937.0,0,6,14,0,0,332715.8833362818,138894.0
11224,7005,39,313,21,47,E318,60,9010,3,2B,R,0,0,1,2160.0,1430.0,1,2.0,1,1,21.67,100.0,21.67,33.33,0,2,N,5,16619.0,1988,1.25,0.0,2.0,3,983977.0,148795.0,0,13,37,1,0,147898.77207624807,4753.0
11434,12185,55,412,27,28,L133,113,3400,4,5C,R,0,0,1,2000.0,952.0,2,2.5,1,1,20.0,100.0,14.0,30.0,1,1,N,5,16838.0,1925,0.6,0.0,1.0,4,1041855.0,189014.0,0,12,44,0,0,168276.4195020508,5925.0
10470,3369,13,212,11,11,L039,47,510,2,4C,R,0,0,1,2500.0,2200.0,1,2.0,2,2,25.0,100.0,20.0,55.0,0,1,N,5,29664.0,1915,1.25,0.0,2.0,2,1019800.0,266081.0,0,12,24,0,0,296140.35213806987,9852.0
10468,3212,39,207,10,14,E075,52,1520,2,1B,R,0,0,1,2983.0,2540.0,1,2.5,2,2,30.0,99.42,20.0,50.0,1,1,N,5,20143.0,1901,3.44,0.0,4.8,2,1010292.0,253058.0,0,7,25,0,2007,26535.081538897066,7820.0
11374,3110,59,406,28,29,L136,112,1930,4,2D,R,0,0,1,3667.0,1982.0,2,1.75,1,1,36.67,100.0,27.0,47.0,1,1,N,5,44428.0,1934,0.9,0.0,2.0,4,1021115.0,203663.0,0,6,46,0,0,90109.24761004424,15666.0
11417,11553,20,410,27,32,E331,106,3000,4,1E,R,0,0,1,4000.0,1134.0,2,1.0,2,2,40.0,100.0,27.0,42.0,1,1,N,3,23400.0,1920,0.6,0.0,1.0,4,1029251.0,183537.0,0,10,45,0,0,90535.39392223148,10629.0
11363,8017,22,411,26,19,E313,111,2150,4,4C,R,0,0,1,6000.0,1313.0,2,1.75,1,1,60.0,100.0,30.0,28.0,1,1,N,5,48720.0,1930,0.5,0.0,1.0,4,1053348.0,223722.0,0,11,43,0,0,116586.45155473775,20640.0
11215,1052,22,307,15,39,L122,72,4700,3,2C,R,0,0,2,1750.0,1892.0,1,3.0,3,3,17.5,100.0,17.5,36.0,0,2,N,5,24452.0,1899,2.0,0.0,2.0,3,986637.0,181724.0,0,7,39,0,0,139870.612420865,4955.0
11221,3402,12,304,32,37,L112,83,3500,3,3A,R,0,0,2,2000.0,3000.0,1,2.0,3,3,20.0,100.0,20.0,50.0,0,2,N,5,7106.0,1920,2.43,0.0,4.8,3,1008087.0,189854.0,0,4,34,0,0,59504.44403863896,1683.0
11429,11138,52,413,29,27,E304,105,2920,4,4C,R,0,0,1,3000.0,1572.0,1,2.5,2,2,30.0,100.0,20.0,30.0,1,1,N,5,25230.0,1925,0.6,0.0,1.0,4,1055660.0,196481.0,0,13,44,0,0,173913.8355837387,12342.0
10461,5331,7,210,8,13,L050,45,3210,2,3D,R,0,0,5,14110.0,12000.0,2,1.0,0,3,150.11,100.0,60.0,100.0,0,2,Y,5,1216800.0,1999,0.9,0.0,2.0,2,1030534.0,243829.0,0,10,26,0,2006,91016.20471994585,342900.0
11411,11305,40,413,29,27,L165,105,2920,4,5D,R,0,0,1,3850.0,1246.0,2,1.5,1,1,38.5,100.0,25.0,37.0,1,1,N,5,21598.0,1950,0.5,0.0,1.0,4,1057656.0,193412.0,0,13,44,0,0,49315.03766717842,8852.0
11419,9594,36,410,28,28,L126,106,3210,4,3D,R,0,0,1,4000.0,3600.0,2,2.0,2,2,40.0,100.08,25.0,72.0,1,1,N,5,38154.0,1992,0.6,0.0,1.0,4,1036801.0,190085.0,0,10,45,0,0,253117.9194055146,8890.0
11229,7349,67,315,22,48,E246,61,8710,3,1E,R,0,0,2,2600.0,3108.0,2,2.0,4,4,26.0,100.0,21.0,74.0,0,0,N,5,83946.0,1925,1.25,0.0,2.0,3,996730.0,157249.0,0,15,37,0,0,172317.2548771713,10265.0
11216,1211,12,308,17,35,E219,77,2900,3,1A,R,0,0,2,1600.0,4000.0,1,3.0,4,4,20.0,80.0,20.0,50.0,0,2,N,5,30898.0,1920,4.0,0.0,4.0,3,996681.0,186039.0,0,8,32,0,0,100673.16968023033,8470.0
11223,6665,77,315,21,44,L153,61,8510,3,1C,R,1,0,1,4000.0,5438.0,1,2.5,1,1,40.0,100.0,29.0,75.0,0,1,N,5,118142.0,2001,1.25,0.0,2.0,3,994198.0,159930.0,0,15,37,0,0,154866.82637592856,18844.0
11358,5388,53,407,25,20,E274,109,1320,4,4D,R,0,0,1,3963.0,2110.0,2,2.5,1,1,40.0,99.08,24.0,30.0,1,1,N,5,28531.0,1920,0.9,0.0,2.0,4,1037405.0,216150.0,0,7,43,0,0,68770.23950017645,10946.0
11379,2968,13,405,24,30,L136,104,1822,4,5C,R,0,0,1,3500.0,1364.0,2,2.0,1,1,35.0,100.0,22.0,31.0,1,1,N,5,35470.0,1945,0.9,0.0,2.0,4,1018630.0,202834.0,0,5,46,0,0,367293.9594060897,11635.0
11414,13953,12,410,27,32,L173,106,3611,4,4D,R,0,0,1,4000.0,1672.0,1,2.0,1,1,40.0,100.0,25.0,45.0,0,1,N,5,35872.0,1960,0.5,0.0,1.0,4,1027230.0,180971.0,0,10,45,1,0,85769.89040305521,10377.0
11419,9546,22,410,27,28,E308,106,3100,4,2C,R,0,0,1,2017.0,1248.0,2,2.5,1,1,20.0,100.83,15.0,36.0,1,1,N,5,21760.0,1920,0.9,0.0,2.0,4,1030915.0,187413.0,0,10,45,0,0,114222.81434854401,6086.0
11414,13999,47,410,27,32,L173,106,3611,4,4C,R,0,0,1,4367.0,2162.0,1,2.0,1,1,41.0,106.5,27.0,43.5,1,1,N,5,40640.0,1950,0.5,0.0,1.0,4,1024956.0,178110.0,0,10,45,1,0,108883.97954634458,11877.0
11229,7306,63,315,22,48,E321,61,8722,3,2D,R,0,0,1,1833.0,1998.0,1,2.0,1,1,18.33,100.0,18.33,34.0,0,2,N,5,32085.0,1940,0.9,0.0,2.0,3,999512.0,159054.0,0,15,37,0,0,367571.70952060365,5278.0
11379,3787,3,405,24,30,E319,104,1810,4,4D,R,0,0,1,2105.0,1316.0,2,2.0,1,1,23.0,91.5,16.0,40.0,1,2,N,5,20062.0,1930,0.9,0.0,2.0,4,1018298.0,197370.0,0,5,46,0,0,113772.4910350659,10387.0
10035,1815,1,111,4,8,L026,25,2100,1,2B,R,0,0,4,1932.0,9151.0,1,5.0,6,7,25.42,76.0,25.42,72.0,0,0,N,3,486000.0,1900,4.0,0.0,4.0,1,1003117.0,229415.0,0,11,12,0,1998,72562.47186652651,155908.0
11363,8039,30,411,26,19,E313,111,2150,4,4C,R,0,0,1,6000.0,2240.0,1,2.0,1,1,60.0,100.0,40.25,31.83,1,1,N,5,72427.0,1960,0.5,0.0,1.0,4,1053009.0,222108.0,0,11,43,0,0,126500.21804981215,16262.0
11379,2814,88,405,24,30,L136,104,1821,4,5D,R,0,0,2,4081.0,3720.0,1,3.0,3,3,40.0,98.64,32.0,60.0,0,2,Y,5,77083.0,1996,0.9,0.0,2.0,4,1015910.0,203986.0,0,5,46,0,0,215331.18922474948,30022.0
11423,10482,34,412,29,23,E301,103,2820,4,1E,R,0,0,1,3000.0,1695.0,2,2.5,2,2,30.0,100.0,20.42,36.0,1,1,N,5,26374.0,1920,0.9,0.0,2.0,4,1050593.0,200360.0,0,12,44,0,0,125913.73574100668,9884.0
11416,9425,59,409,27,28,E285,102,3100,4,1E,R,0,0,1,1942.0,1800.0,1,2.0,2,2,19.42,100.0,18.0,50.0,0,2,N,5,28132.0,1920,0.9,0.0,2.0,4,1029880.0,189397.0,0,9,45,0,0,163625.39296427584,10957.0
11434,12571,53,412,28,28,L155,113,3532,4,7D,R,0,0,1,3859.0,1404.0,2,2.5,1,1,32.0,114.0,18.0,32.0,1,1,Y,5,20499.0,1920,0.6,0.0,1.0,4,1049421.0,184874.0,0,12,44,0,0,115647.99900299715,7406.0
11385,3732,149,405,24,30,E286,104,2400,4,4C,R,0,0,1,2187.0,1712.0,1,2.75,1,1,23.0,95.08,16.0,36.0,1,1,N,5,26209.0,1930,0.6,0.0,1.0,4,1015516.0,192991.0,0,5,46,0,0,163561.35723121357,10056.0
11379,3788,1,405,24,30,E319,104,1810,4,4D,R,0,0,1,2758.0,2850.0,1,2.0,2,2,27.58,100.0,19.75,50.0,1,2,N,5,40831.0,1960,0.9,0.0,2.0,4,1018589.0,197560.0,0,5,46,0,0,204762.4326410654,13386.0
10306,4071,19,503,31,50,E165,122,920,5,1D,R,0,0,1,920.0,1340.0,1,3.0,1,1,20.0,46.0,20.0,26.0,1,2,N,5,13415.0,1988,0.6,0.0,1.0,5,954839.0,143415.0,0,3,51,1,0,149750.43351842213,2379.0
10301,86,27,501,31,49,E155,120,400,5,2D,R,1,0,1,1759.0,1120.0,1,2.0,1,1,14.0,125.62,14.0,40.0,0,2,N,5,15791.0,1991,0.6,0.0,1.0,5,958437.0,172071.0,0,1,51,0,0,121261.077655759,4455.0
10304,536,79,501,31,49,L077,120,500,5,1D,R,0,0,10,1242.0,0.0,1,1.0,0,0,23.0,54.0,0.0,30.0,0,0,N,5,4478.0,1950,0.6,0.0,1.0,5,961236.0,167774.0,0,1,51,0,0,0.0,3064.0
11429,11114,35,413,29,27,E304,105,2920,4,4C,R,0,0,1,6060.0,2190.0,2,2.5,1,1,60.0,101.0,22.0,32.0,1,1,N,3,28016.0,1940,0.6,0.0,1.0,4,1054811.0,197248.0,0,13,44,0,0,241322.9951756305,15919.0
11225,1298,13,309,17,35,L132,71,4900,3,1A,R,0,0,1,3194.0,2120.0,2,2.0,1,1,25.0,127.75,20.0,49.0,1,2,N,5,39480.0,1925,0.5,0.0,1.0,3,998817.0,181862.0,0,9,32,0,0,189205.21341776574,11322.0
11423,10460,73,412,29,23,E301,103,2820,4,1E,R,0,0,1,3500.0,1392.0,2,2.5,1,1,35.0,100.0,24.0,25.0,0,1,N,5,25320.0,1925,0.9,0.0,2.0,4,1049383.0,199591.0,0,12,44,0,0,177418.8607014553,13860.0
11421,8978,1,409,27,32,L142,102,2500,4,2D,R,0,0,4,1900.0,2565.0,1,2.0,4,5,19.0,100.0,19.0,55.0,1,2,N,3,182250.0,1920,0.6,0.0,1.0,4,1023623.0,189719.0,0,9,45,0,0,97537.43652458461,18000.0
11368,1751,34,403,24,21,L154,115,1100,4,3C,R,0,0,2,1700.0,2275.0,1,2.0,4,4,20.0,85.0,20.0,52.0,1,1,N,3,47440.0,1915,1.25,0.0,2.0,4,1022994.0,214311.0,0,3,42,0,0,248463.6732735693,16901.0
10011,740,22,104,2,3,L012,10,5600,1,1A,R,0,0,2,1551.0,5125.0,1,5.0,10,10,25.0,63.58,25.0,40.0,0,2,Y,5,219520.0,1905,4.0,0.0,4.0,1,983574.0,209476.0,0,4,15,0,0,44301.58831977378,41742.0
11233,1513,126,303,16,41,E222,81,3100,3,5B,R,0,0,1,2950.0,2100.0,2,2.0,2,2,29.5,100.0,21.0,50.0,0,2,N,5,38160.0,2002,2.0,0.0,2.0,3,1006286.0,187463.0,0,3,34,0,0,58910.37195500103,12822.0
11379,2782,27,405,24,30,L140,104,1822,4,1C,R,0,0,1,2160.0,1683.0,1,2.0,1,1,18.0,120.0,18.0,34.0,1,2,N,5,31020.0,1950,0.9,0.0,2.0,4,1013867.0,200448.0,0,5,46,0,0,302987.86582310346,11292.0
11385,3380,72,405,24,30,E291,104,1600,4,3E,R,0,0,1,2000.0,1818.0,1,2.0,2,2,20.0,100.0,20.0,45.0,0,2,N,5,25437.0,1920,1.35,0.0,2.0,4,1009342.0,197795.0,0,5,46,0,0,297538.9696520577,5093.0
10461,3974,13,210,11,13,E064,45,1320,2,1E,R,0,0,1,4072.0,2100.0,1,1.0,1,1,45.0,90.16,24.0,50.0,1,1,N,3,23328.0,1965,2.43,0.0,4.8,2,1026812.0,244768.0,0,10,26,0,0,225757.3004989959,7573.0
11221,3217,1,304,32,34,E218,83,3200,3,1A,R,0,0,2,1435.0,3144.0,1,3.0,3,3,81.17,69.92,25.0,42.0,0,1,Y,3,38592.0,2007,2.43,0.0,4.8,3,1003934.0,193510.0,0,4,34,0,0,102252.03162410152,11306.0
11385,3687,11,405,24,30,E319,104,2400,4,4D,R,0,0,2,2000.0,3360.0,1,3.0,5,5,20.0,100.0,20.0,50.0,1,0,N,3,82002.0,1931,0.9,0.0,2.0,4,1017433.0,195989.0,0,5,46,0,0,72689.28946843796,48283.0
11234,8634,15,318,22,46,E323,63,8822,3,4D,R,0,0,1,5000.0,4758.0,1,2.75,1,1,50.0,100.0,35.0,38.0,0,1,N,5,89820.0,1950,0.5,0.0,1.0,3,1009208.0,162984.0,0,18,35,1,2006,187490.43536000935,29640.0
10305,3343,15,502,31,50,E159,122,910,5,1E,R,0,0,1,2825.0,972.0,1,1.5,1,1,25.0,113.0,20.0,38.0,0,1,N,5,20071.0,1920,0.6,0.0,1.0,5,957522.0,153612.0,0,2,51,0,0,127692.86727537152,6332.0
11385,3844,20,405,24,30,E319,104,1810,4,4E,R,0,0,1,2342.0,2440.0,2,2.0,2,2,23.42,100.0,20.0,55.0,1,2,N,5,37324.0,1930,0.9,0.0,2.0,4,1022063.0,195844.0,0,5,46,0,0,106840.84094325133,14845.0
11385,3501,53,405,24,30,L135,104,2200,4,2D,R,0,0,1,1727.0,3390.0,1,2.0,2,2,20.0,86.33,20.0,55.0,0,2,N,5,33758.0,1920,1.35,0.0,2.0,4,1011685.0,196385.0,0,5,46,0,2008,69148.30731300486,4973.0
11357,4672,25,407,25,19,E295,109,222,4,6E,R,0,0,1,6363.0,2300.0,2,2.0,2,2,42.42,150.0,25.0,46.0,1,1,N,5,48880.0,1950,0.6,0.0,1.0,4,1035326.0,223236.0,0,7,43,0,0,128223.22149383035,11858.0
11232,695,45,307,15,38,E228,72,4400,3,2D,M,0,0,6,2120.0,3505.0,1,1.0,0,1,21.67,97.83,21.5,97.0,0,2,N,5,159750.0,1931,0.0,2.0,4.8,3,982236.0,178034.0,0,7,39,0,2003,0.0,27450.0
11239,4450,111,305,19,42,L107,75,6420,3,3D,R,0,0,1,3902.0,1640.0,1,2.0,1,1,37.12,105.12,20.0,41.0,0,2,N,5,26937.0,2008,2.43,0.0,4.8,3,1019456.0,178716.0,0,5,33,0,0,50382.87934601639,9269.0
11222,2542,11,301,14,33,E238,94,300,3,1B,M,0,0,10,6360.0,1400.0,1,1.0,0,1,53.58,120.0,28.0,50.0,0,0,Y,5,154800.0,1931,0.0,1.0,2.4,3,997749.0,206099.0,0,1,30,1,0,0.0,67050.0
11378,2483,6,405,24,30,E287,104,1821,4,5E,R,0,0,10,2500.0,0.0,1,1.0,1,1,25.0,100.0,20.0,10.0,0,0,N,5,6357.0,1920,0.9,0.0,2.0,4,1014169.0,205837.0,0,5,46,0,0,0.0,4709.0
11234,7759,64,318,22,46,E310,63,7420,3,5C,R,0,0,1,4000.0,1039.0,1,1.0,1,1,40.0,100.0,20.0,50.0,0,1,N,5,22196.0,1920,0.6,0.0,1.0,3,1005681.0,169559.0,0,18,35,0,0,206834.8661308792,10355.0
11420,11769,40,410,27,28,E302,106,3612,4,3C,R,0,0,1,2742.0,1980.0,1,2.0,2,2,27.42,100.0,22.5,45.0,0,2,N,5,30240.0,1950,0.6,0.0,1.0,4,1037245.0,183574.0,0,10,45,0,0,252518.33197074305,6769.0
11234,8595,26,318,22,46,E323,63,8822,3,4D,R,0,0,1,1800.0,2028.0,1,2.0,1,1,18.0,100.0,18.0,34.0,1,2,N,5,34514.0,1965,1.25,0.0,2.0,3,1008339.0,160479.0,0,18,35,0,0,110270.50858091086,8744.0
11214,6374,88,311,20,47,E243,62,8400,3,4E,R,0,0,1,4920.0,3130.0,1,2.5,2,2,60.0,82.0,29.0,37.0,0,1,N,5,46936.0,1930,1.25,0.0,2.0,3,984209.0,159017.0,0,11,31,0,0,92831.47842294873,13899.0
11423,10362,27,412,29,27,L150,103,3510,4,2E,R,0,0,1,2500.0,1800.0,1,2.0,2,2,25.0,100.0,25.0,34.0,0,2,N,5,20568.0,1935,0.9,0.0,2.0,4,1047152.0,196951.0,0,12,44,0,0,57688.829984296826,7007.0
11412,12608,16,412,29,27,E317,113,3532,4,5E,R,0,0,1,5000.0,1868.0,2,2.5,2,2,50.0,100.0,23.0,36.0,1,1,N,5,27370.0,1935,0.6,0.0,1.0,4,1051375.0,191057.0,0,12,44,0,0,69034.54599525813,8703.0
10458,3065,7,206,10,15,E088,48,1100,2,1B,R,0,0,10,4850.0,60.0,1,1.0,0,1,57.79,108.16,10.0,6.0,0,0,Y,5,95400.0,1931,2.43,0.0,4.8,2,1014794.0,250466.0,0,6,21,0,0,0.0,94050.0
11217,928,20,306,15,39,E226,78,2600,3,3D,R,0,0,1,2000.0,4000.0,1,3.0,1,1,20.0,100.0,20.0,50.0,0,1,N,5,51230.0,2005,2.0,0.0,2.0,3,990371.0,188185.0,0,6,38,0,0,121461.49038361365,6860.0
10302,1478,209,501,31,50,E166,121,100,5,4D,R,0,0,1,4000.0,792.0,1,1.0,1,1,40.0,100.0,26.0,42.0,0,1,N,5,22285.0,1965,0.6,0.0,1.0,5,943444.0,165569.0,0,1,51,0,0,111996.98768946806,10249.0
11691,15817,49,414,27,31,E264,101,3800,4,2D,R,0,0,1,2450.0,630.0,2,1.0,2,2,25.0,98.0,18.0,35.0,0,1,N,5,8196.0,1910,0.6,0.0,1.0,4,1051170.0,156040.0,0,14,45,1,0,34172.123192337116,4080.0
11221,1639,65,303,16,36,E214,81,2000,3,3B,R,0,0,1,2000.0,2520.0,1,2.0,2,2,20.0,100.0,20.0,42.0,0,2,N,5,18032.0,1901,2.0,0.0,2.0,3,1001580.0,189376.0,0,3,32,0,0,75219.38319395587,4554.0
11208,4527,37,305,19,42,L107,75,6410,3,3D,R,0,0,1,2900.0,2174.0,1,0.0,2,2,29.0,100.0,21.0,52.0,0,2,N,5,30720.0,2017,0.9,0.0,2.0,3,1020643.0,181231.0,0,5,33,0,2017,299542.2070558348,13980.0
11432,7254,63,408,26,24,L125,107,2130,4,1C,R,0,0,1,7800.0,4357.0,1,2.5,1,1,60.0,130.0,27.0,56.25,1,1,N,5,106620.0,1950,0.5,0.0,1.0,4,1044886.0,202503.0,0,8,43,0,0,42143.84952956786,40200.0
11354,4866,151,407,25,19,L144,109,222,4,7D,R,0,0,1,2050.0,1715.0,1,1.0,2,2,21.58,95.0,21.0,44.0,1,2,N,5,29738.0,1946,0.5,0.0,1.0,4,1038283.0,221248.0,0,7,43,0,0,140640.59369688446,10930.0
11415,9242,458,409,28,29,E298,102,2710,4,4C,R,0,0,1,6100.0,2896.0,2,2.5,1,1,61.0,100.0,38.0,30.0,1,1,N,5,44132.0,1920,0.9,0.0,2.0,4,1031711.0,196766.0,0,9,45,0,0,101158.57335556073,13739.0
11421,8876,31,409,27,32,E293,102,2500,4,2E,R,0,0,1,1600.0,1625.0,1,2.0,1,1,16.0,100.0,16.0,40.0,0,1,N,5,20780.0,1920,0.6,0.0,1.0,4,1024210.0,192864.0,0,9,45,0,0,430904.69504184986,8410.0
11217,190,10,302,15,33,E226,84,2400,3,2B,R,0,0,2,2200.0,4400.0,1,3.0,3,3,22.0,100.0,22.0,50.0,0,2,N,5,35830.0,1915,2.0,0.0,2.0,3,988504.0,189137.0,0,2,38,0,0,190554.47337587518,5176.0
10304,3299,156,502,31,50,L081,122,910,5,1E,R,0,0,1,4945.0,2140.0,1,2.0,2,2,51.66,76.0,45.0,26.0,0,1,Y,5,51336.0,2006,0.6,0.0,1.0,5,956634.0,155103.0,0,2,51,0,0,173145.91817733325,11839.0
10474,2762,294,202,8,17,E094,41,4300,2,1A,M,0,0,6,17080.0,5000.0,2,1.0,0,1,123.33,109.42,50.0,100.0,0,1,Y,4,187200.0,1957,0.0,2.0,0.0,2,1016338.0,237494.0,0,2,23,1,2016,0.0,76500.0
10451,2410,61,201,7,17,Q041,40,3800,2,1B,R,0,0,1,2960.0,2670.0,2,2.0,2,2,25.0,118.4,25.0,35.0,0,1,N,5,25800.0,2012,2.43,0.0,4.8,2,1006282.0,237219.0,0,1,23,0,0,103344.30084854166,8520.0
11412,10389,69,412,29,27,E317,113,3510,4,5E,R,0,0,1,3000.0,1710.0,2,2.5,1,1,30.0,100.0,18.0,34.0,1,1,N,5,18216.0,1920,0.5,0.0,1.0,4,1050050.0,192496.0,0,12,44,0,0,276867.41188226716,6011.0
10301,32,8,501,31,49,E155,120,400,5,2C,R,1,0,1,2125.0,1891.0,1,2.5,2,2,25.0,85.0,21.0,48.0,1,1,N,5,17714.0,1920,0.6,0.0,1.0,5,960624.0,174313.0,0,1,51,0,0,148280.6573403565,4859.0
11373,1510,16,404,24,21,E289,110,1420,4,1C,R,0,0,5,772.0,1950.0,1,2.0,0,4,15.09,52.35,15.0,43.33,0,2,Y,3,166950.0,1987,2.43,0.0,4.8,4,1018427.0,211864.0,0,4,42,0,0,66463.19149591622,29700.0
11385,3844,6,405,24,30,E319,104,1810,4,4E,R,0,0,1,3264.0,2082.0,2,2.5,1,1,30.5,104.75,18.0,42.0,1,1,Y,5,36162.0,1930,0.9,0.0,2.0,4,1022131.0,195677.0,0,5,46,0,0,227001.8356751343,12516.0
11204,5456,71,312,20,44,L148,66,7110,3,4D,R,0,0,1,2504.0,2720.0,2,2.0,2,2,25.0,100.17,20.5,68.0,1,2,N,5,40309.0,1930,1.25,0.0,2.0,3,989652.0,167854.0,0,12,35,0,0,106079.62580478814,14679.0
