zipcode,block,lot,cd,schooldist,council,firecomp,policeprct,healtharea,sanitboro,sanitsub,zonedist1,spdist1,ltdheight,landuse,ownertype,lotarea,bldgarea,resarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,assessland,assesstot,yearbuilt,borocode,xcoord,ycoord,edesignum,sanitdistrict,healthcenterdistrict,pfirm15_flag,last_modif
11231,340.0,3.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1450.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,45.17,0.0,0.0,0.0,0.0,Y,5.0,60750.0,60750.0,1920.0,3.0,982420.0,188807.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,5.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1975.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,84.67,0.0,0.0,0.0,0.0,Y,5.0,83250.0,83250.0,1920.0,3.0,982402.0,188850.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,24.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1313.0,0.0,2064.0,0.0,0.0,0.0,0.0,18.75,70.0,0.0,0.0,0.0,0.0,N,5.0,57600.0,57600.0,1920.0,3.0,982593.0,188853.0,0.0,6.0,38.0,1.0,0.0
11231,325.0,157.0,6.0,15.0,39.0,E279,76.0,4000.0,3.0,2D,R6,0.0,1.0,11.0,,25.0,0.0,2064.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,Y,8.0,86.0,86.0,1920.0,3.0,985298.0,188926.0,0.0,6.0,38.0,0.0,0.0
11231,330.0,112.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,R6B,0.0,0.0,11.0,C,420.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,N,6.0,432.0,432.0,1920.0,3.0,983680.0,188948.0,0.0,6.0,38.0,0.0,0.0
11231,334.0,58.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1815.0,0.0,2064.0,0.0,0.0,0.0,0.0,21.25,96.17,0.0,0.0,0.0,0.0,Y,5.0,76500.0,76500.0,1920.0,3.0,982320.0,189131.0,0.0,6.0,38.0,1.0,0.0
11231,334.0,6.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1960.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,76.83,0.0,0.0,0.0,0.0,Y,5.0,81450.0,81450.0,1920.0,3.0,982359.0,189211.0,0.0,6.0,38.0,1.0,0.0
11231,334.0,5.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,2052.0,0.0,2064.0,0.0,0.0,0.0,0.0,27.0,76.0,0.0,0.0,0.0,0.0,N,5.0,63900.0,63900.0,1920.0,3.0,982335.0,189221.0,0.0,6.0,38.0,1.0,0.0
11231,334.0,65.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,2200.0,0.0,2064.0,0.0,0.0,0.0,0.0,22.0,58.75,0.0,0.0,0.0,0.0,N,3.0,80100.0,80100.0,1920.0,3.0,982231.0,189222.0,0.0,6.0,38.0,1.0,0.0
11231,318.0,33.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,M1-1,0.0,0.0,0.0,X,1722.0,0.0,2064.0,0.0,0.0,0.0,0.0,21.0,82.0,0.0,0.0,0.0,0.0,N,5.0,20700.0,20700.0,1920.0,3.0,983567.0,189244.0,0.0,6.0,38.0,0.0,0.0
11231,334.0,2.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,2085.0,0.0,2064.0,0.0,0.0,0.0,0.0,30.0,43.0,0.0,0.0,0.0,0.0,Y,3.0,70200.0,70200.0,1920.0,3.0,982282.0,189255.0,0.0,6.0,38.0,1.0,0.0
11231,314.0,42.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,M1-1,0.0,0.0,11.0,X,975.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,48.75,0.0,0.0,0.0,0.0,N,5.0,37800.0,37800.0,1920.0,3.0,983674.0,189688.0,0.0,6.0,38.0,0.0,0.0
11231,314.0,28.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,M1-1,0.0,0.0,10.0,C,2897.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,116.75,0.0,0.0,0.0,0.0,Y,5.0,54000.0,54000.0,1920.0,3.0,983675.0,189829.0,0.0,6.0,38.0,0.0,0.0
11231,314.0,27.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,M1-1,0.0,0.0,10.0,C,2933.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,118.25,0.0,0.0,0.0,0.0,Y,5.0,54900.0,54900.0,1920.0,3.0,983652.0,189838.0,0.0,6.0,38.0,0.0,0.0
11231,340.0,45.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,950.0,0.0,2064.0,0.0,0.0,0.0,0.0,19.0,50.0,0.0,0.0,0.0,0.0,N,5.0,41850.0,41850.0,1920.0,3.0,982585.0,188705.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,43.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,3500.0,0.0,2064.0,0.0,0.0,0.0,0.0,12.0,80.0,0.0,0.0,0.0,0.0,N,5.0,94950.0,94950.0,1920.0,3.0,982621.0,188738.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,48.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,7500.0,0.0,2064.0,0.0,0.0,0.0,0.0,75.0,100.0,0.0,0.0,0.0,0.0,N,5.0,166950.0,166950.0,1920.0,3.0,982503.0,188763.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,1.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1500.0,0.0,2064.0,0.0,0.0,0.0,0.0,18.92,22.0,0.0,0.0,0.0,0.0,N,3.0,62100.0,62100.0,1920.0,3.0,982425.0,188765.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,2.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1300.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,46.33,0.0,0.0,0.0,0.0,N,5.0,58050.0,58050.0,1920.0,3.0,982424.0,188788.0,0.0,6.0,38.0,1.0,0.0
11231,330.0,38.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,R6B,0.0,0.0,10.0,,1400.0,0.0,2064.0,0.0,0.0,0.0,0.0,14.0,100.0,0.0,0.0,0.0,0.0,N,3.0,59400.0,59400.0,1920.0,3.0,983879.0,188811.0,0.0,6.0,38.0,0.0,0.0
11231,330.0,40.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,R6B,0.0,0.0,10.0,,2092.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.92,100.0,0.0,0.0,0.0,0.0,N,5.0,77400.0,77400.0,1920.0,3.0,983843.0,188824.0,0.0,6.0,38.0,0.0,0.0
11231,340.0,25.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,2400.0,0.0,2064.0,0.0,0.0,0.0,0.0,18.75,100.0,0.0,0.0,0.0,0.0,Y,5.0,69300.0,69300.0,1920.0,3.0,982598.0,188825.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,4.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,2476.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,95.0,0.0,0.0,0.0,0.0,Y,5.0,62100.0,62100.0,1920.0,3.0,982421.0,188831.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,23.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1313.0,0.0,2064.0,0.0,0.0,0.0,0.0,18.75,70.0,0.0,0.0,0.0,0.0,N,5.0,57600.0,57600.0,1920.0,3.0,982575.0,188859.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,22.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1336.0,0.0,2064.0,0.0,0.0,0.0,0.0,19.08,70.0,0.0,0.0,0.0,0.0,N,5.0,58950.0,58950.0,1920.0,3.0,982558.0,188866.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,6.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1732.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,74.33,0.0,0.0,0.0,0.0,Y,5.0,72900.0,72900.0,1920.0,3.0,982387.0,188870.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,21.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1289.0,0.0,2064.0,0.0,0.0,0.0,0.0,18.42,70.0,0.0,0.0,0.0,0.0,N,5.0,56250.0,56250.0,1920.0,3.0,982540.0,188873.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,20.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,4150.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,Y,5.0,103950.0,103950.0,1920.0,3.0,982528.0,188890.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,7.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1422.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,62.0,0.0,0.0,0.0,0.0,Y,5.0,60750.0,60750.0,1920.0,3.0,982372.0,188890.0,0.0,6.0,38.0,1.0,0.0
11231,330.0,24.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,R6B,0.0,0.0,1.0,,1400.0,0.0,2064.0,0.0,0.0,0.0,0.0,14.0,100.0,0.0,0.0,0.0,0.0,N,3.0,5368.0,7000.0,1920.0,3.0,983914.0,188905.0,0.0,6.0,38.0,0.0,0.0
11231,340.0,8.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1166.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,51.75,0.0,0.0,0.0,0.0,Y,5.0,51300.0,51300.0,1920.0,3.0,982356.0,188910.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,9.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1825.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,83.0,0.0,0.0,0.0,0.0,Y,4.0,61200.0,61200.0,1920.0,3.0,982352.0,188943.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,10.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,2402.0,0.0,2064.0,0.0,0.0,0.0,0.0,76.67,76.67,0.0,0.0,0.0,0.0,Y,3.0,70200.0,70200.0,1920.0,3.0,982324.0,188970.0,0.0,6.0,38.0,1.0,0.0
11231,325.0,149.0,6.0,15.0,39.0,E279,76.0,4000.0,3.0,2D,R6,0.0,1.0,11.0,,23.0,0.0,2064.0,0.0,0.0,0.0,0.0,4.3,5.3,0.0,0.0,0.0,0.0,Y,8.0,86.0,86.0,1920.0,3.0,985345.0,189034.0,0.0,6.0,38.0,0.0,0.0
11231,334.0,52.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1925.0,0.0,2064.0,0.0,0.0,0.0,0.0,21.25,99.0,0.0,0.0,0.0,0.0,Y,5.0,80550.0,80550.0,1920.0,3.0,982420.0,189074.0,0.0,6.0,38.0,1.0,0.0
11231,334.0,53.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1847.0,0.0,2064.0,0.0,0.0,0.0,0.0,21.25,99.33,0.0,0.0,0.0,0.0,Y,5.0,76950.0,76950.0,1920.0,3.0,982402.0,189082.0,0.0,6.0,38.0,1.0,0.0
11231,334.0,59.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,3400.0,0.0,2064.0,0.0,0.0,0.0,0.0,44.0,95.0,0.0,0.0,0.0,0.0,Y,5.0,85050.0,85050.0,1920.0,3.0,982296.0,189146.0,0.0,6.0,38.0,1.0,0.0
11231,334.0,61.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1500.0,0.0,2064.0,0.0,0.0,0.0,0.0,22.0,89.75,0.0,0.0,0.0,0.0,Y,5.0,63000.0,63000.0,1920.0,3.0,982268.0,189158.0,0.0,6.0,38.0,1.0,0.0
11231,334.0,62.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1775.0,0.0,2064.0,0.0,0.0,0.0,0.0,22.0,60.0,0.0,0.0,0.0,0.0,Y,5.0,74700.0,74700.0,1920.0,3.0,982258.0,189174.0,0.0,6.0,38.0,1.0,0.0
11231,334.0,63.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1275.0,0.0,2064.0,0.0,0.0,0.0,0.0,22.0,44.75,0.0,0.0,0.0,0.0,Y,5.0,54450.0,54450.0,1920.0,3.0,982234.0,189184.0,0.0,6.0,38.0,1.0,0.0
11231,334.0,64.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1175.0,0.0,2064.0,0.0,0.0,0.0,0.0,22.0,44.75,0.0,0.0,0.0,0.0,Y,5.0,51300.0,51300.0,1920.0,3.0,982223.0,189201.0,0.0,6.0,38.0,1.0,0.0
11231,334.0,1.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1005.0,0.0,2064.0,0.0,0.0,0.0,0.0,21.33,40.0,0.0,0.0,0.0,0.0,Y,5.0,43200.0,43200.0,1920.0,3.0,982258.0,189241.0,0.0,6.0,38.0,1.0,0.0
11231,318.0,32.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,M1-1,0.0,0.0,0.0,X,1722.0,0.0,2064.0,0.0,0.0,0.0,0.0,21.0,82.0,0.0,0.0,0.0,0.0,N,5.0,20250.0,20250.0,1920.0,3.0,983574.0,189264.0,0.0,6.0,38.0,0.0,0.0
11231,316.0,1.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,M1-1,0.0,0.0,0.0,C,95000.0,0.0,2064.0,0.0,0.0,0.0,0.0,200.0,475.0,0.0,0.0,0.0,0.0,Y,3.0,962100.0,1124100.0,1920.0,3.0,983381.0,189597.0,0.0,6.0,38.0,1.0,0.0
11231,314.0,36.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,M1-1,0.0,0.0,11.0,X,5125.0,0.0,2064.0,0.0,0.0,0.0,0.0,51.25,100.0,0.0,0.0,0.0,0.0,N,5.0,99450.0,99450.0,1920.0,3.0,983728.0,189721.0,0.0,6.0,38.0,0.0,0.0
11231,314.0,1.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,2C,M1-1,0.0,0.0,0.0,C,114856.0,0.0,2064.0,0.0,0.0,0.0,0.0,241.42,475.75,0.0,0.0,0.0,0.0,Y,3.0,1162800.0,1359900.0,1920.0,3.0,983457.0,189858.0,0.0,6.0,38.0,1.0,0.0
11231,382.0,5.0,6.0,15.0,39.0,L131,76.0,4100.0,3.0,1D,R6B,0.0,0.0,11.0,,160.0,0.0,2064.0,0.0,0.0,0.0,0.0,17.75,9.0,0.0,0.0,0.0,0.0,N,5.0,60.0,60.0,1920.0,3.0,984155.0,185248.0,0.0,6.0,38.0,0.0,0.0
11231,598.0,49.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,M1-1,0.0,0.0,11.0,,2000.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,N,5.0,60750.0,60750.0,1920.0,3.0,980297.0,185433.0,0.0,6.0,38.0,1.0,0.0
11231,587.0,50.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,R5,0.0,0.0,11.0,,2200.0,0.0,2064.0,0.0,0.0,0.0,0.0,22.0,100.0,0.0,0.0,0.0,0.0,N,5.0,129600.0,129600.0,1920.0,3.0,980505.0,185594.0,0.0,6.0,38.0,1.0,0.0
11231,587.0,51.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,R5,0.0,0.0,11.0,,2200.0,0.0,2064.0,0.0,0.0,0.0,0.0,22.0,100.0,0.0,0.0,0.0,0.0,N,5.0,129600.0,129600.0,1920.0,3.0,980489.0,185609.0,0.0,6.0,38.0,1.0,0.0
11231,379.0,140.0,6.0,15.0,39.0,L131,76.0,4100.0,3.0,1D,R6B,0.0,0.0,11.0,,400.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,Y,6.0,1368.0,1368.0,1920.0,3.0,984436.0,185656.0,0.0,6.0,38.0,0.0,0.0
11231,587.0,3.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,R5,0.0,0.0,11.0,,1500.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,75.0,0.0,0.0,0.0,0.0,N,5.0,87750.0,87750.0,1920.0,3.0,980423.0,185670.0,0.0,6.0,38.0,1.0,0.0
11231,536.0,105.0,6.0,15.0,38.0,L131,76.0,4100.0,3.0,1D,R5,0.0,0.0,11.0,,308.0,0.0,2064.0,0.0,0.0,0.0,0.0,12.33,25.0,0.0,0.0,0.0,0.0,N,5.0,60.0,60.0,1920.0,3.0,983505.0,185728.0,0.0,6.0,38.0,0.0,0.0
11231,471.0,1.0,6.0,15.0,39.0,L131,76.0,2500.0,3.0,1C,M3-1,0.0,0.0,11.0,C,183663.0,0.0,2064.0,0.0,0.0,0.0,0.0,393.0,605.0,0.0,0.0,0.0,0.0,Y,3.0,3476250.0,3476250.0,1920.0,3.0,985410.0,185761.0,0.0,6.0,38.0,0.0,0.0
11231,576.0,16.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,R5,0.0,0.0,11.0,,840.0,0.0,2064.0,0.0,0.0,0.0,0.0,40.0,21.0,0.0,0.0,0.0,0.0,Y,5.0,218.0,218.0,1920.0,3.0,980775.0,185782.0,0.0,6.0,38.0,1.0,0.0
11231,576.0,59.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,R5,0.0,0.0,11.0,,341.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,13.67,0.0,0.0,0.0,0.0,Y,5.0,450.0,450.0,1920.0,3.0,980672.0,185845.0,0.0,6.0,38.0,1.0,0.0
11231,586.0,4.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,R5,0.0,0.0,11.0,,1900.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,95.0,0.0,0.0,0.0,0.0,N,5.0,2006.0,2006.0,1920.0,3.0,980100.0,185985.0,0.0,6.0,38.0,0.0,0.0
11231,586.0,5.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,R5,0.0,0.0,11.0,,1900.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,95.0,0.0,0.0,0.0,0.0,N,5.0,2679.0,2679.0,1920.0,3.0,980113.0,186000.0,0.0,6.0,38.0,0.0,0.0
11231,526.0,124.0,6.0,15.0,38.0,L131,76.0,4100.0,3.0,1D,M1-1,0.0,0.0,0.0,,2138.0,0.0,2064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,450.0,450.0,1920.0,3.0,983484.0,186113.0,0.0,6.0,38.0,0.0,0.0
11231,585.0,25.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,M1-1,0.0,0.0,11.0,,2500.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,N,5.0,66150.0,66150.0,1920.0,3.0,979972.0,186207.0,0.0,6.0,38.0,0.0,0.0
11231,546.0,136.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,R5,0.0,0.0,11.0,,1191.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0,0.0,Y,5.0,894.0,894.0,1920.0,3.0,981404.0,186273.0,0.0,6.0,38.0,1.0,0.0
11231,546.0,146.0,6.0,15.0,38.0,L101,76.0,4100.0,3.0,1D,R5,0.0,0.0,11.0,,837.0,0.0,2064.0,0.0,0.0,0.0,0.0,18.0,66.67,0.0,0.0,0.0,0.0,Y,5.0,595.0,595.0,1920.0,3.0,981362.0,186304.0,0.0,6.0,38.0,1.0,0.0
11231,521.0,6.0,6.0,15.0,38.0,L131,76.0,4100.0,3.0,1D,PARK,0.0,0.0,9.0,C,200.0,0.0,2064.0,0.0,0.0,0.0,0.0,1.0,164.0,0.0,0.0,0.0,0.0,Y,8.0,2250.0,2250.0,1920.0,3.0,983204.0,186398.0,0.0,6.0,38.0,0.0,0.0
11231,520.0,39.0,6.0,15.0,38.0,L131,76.0,4100.0,3.0,1D,M1-1,0.0,0.0,11.0,,2500.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,N,5.0,76950.0,76950.0,1920.0,3.0,982861.0,186455.0,0.0,6.0,38.0,1.0,0.0
11231,373.0,8.0,6.0,15.0,39.0,L131,76.0,4100.0,3.0,1C,R6B,0.0,0.0,11.0,,990.0,0.0,2064.0,0.0,0.0,0.0,0.0,16.5,60.0,0.0,0.0,0.0,0.0,N,5.0,4468.0,4468.0,1920.0,3.0,983732.0,186493.0,0.0,6.0,38.0,0.0,0.0
11231,438.0,2.0,6.0,15.0,39.0,E279,76.0,2500.0,3.0,3C,M2-1,0.0,0.0,10.0,,1500.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,75.0,0.0,0.0,0.0,0.0,N,5.0,15300.0,15300.0,1920.0,3.0,987109.0,186794.0,0.0,6.0,38.0,0.0,0.0
11231,367.0,37.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,1D,M1-1,0.0,0.0,11.0,,2.0,0.0,2064.0,0.0,0.0,0.0,0.0,1.67,2.33,0.0,0.0,0.0,0.0,Y,8.0,450.0,450.0,1920.0,3.0,983276.0,187142.0,0.0,6.0,38.0,0.0,0.0
11231,573.0,40.0,10.0,15.0,43.0,L101,68.0,7600.0,3.0,1D,M2-1,0.0,0.0,11.0,,2660.0,0.0,2064.0,0.0,0.0,0.0,0.0,32.17,1.0,0.0,0.0,0.0,0.0,Y,5.0,109350.0,109350.0,1920.0,3.0,979317.0,187242.0,0.0,6.0,31.0,1.0,0.0
11231,357.0,35.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,1D,M1-1,0.0,0.0,10.0,,2500.0,0.0,2064.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,N,5.0,46800.0,46800.0,1920.0,3.0,983037.0,187826.0,0.0,6.0,38.0,0.0,0.0
11231,352.0,47.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,1D,R6B,0.0,0.0,10.0,,1333.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,66.67,0.0,0.0,0.0,0.0,N,5.0,42300.0,42300.0,1920.0,3.0,983051.0,187987.0,0.0,6.0,38.0,0.0,0.0
11231,352.0,8.0,6.0,15.0,39.0,E202,76.0,4000.0,3.0,1D,M1-1,0.0,0.0,11.0,C,1037.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,56.0,0.0,0.0,0.0,0.0,Y,5.0,37800.0,37800.0,1920.0,3.0,982676.0,188226.0,0.0,6.0,38.0,1.0,0.0
11231,346.0,2.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1260.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,63.0,0.0,0.0,0.0,0.0,N,5.0,55350.0,55350.0,1920.0,3.0,982599.0,188425.0,0.0,6.0,38.0,1.0,0.0
11231,346.0,3.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,2200.0,0.0,2064.0,0.0,0.0,0.0,0.0,51.42,82.0,0.0,0.0,0.0,0.0,Y,3.0,73800.0,73800.0,1920.0,3.0,982582.0,188439.0,0.0,6.0,38.0,1.0,0.0
11231,346.0,10.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1200.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,N,5.0,53550.0,53550.0,1920.0,3.0,982526.0,188553.0,0.0,6.0,38.0,1.0,0.0
11231,346.0,23.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,0.0,C,2068.0,0.0,2064.0,0.0,0.0,0.0,0.0,29.5,76.08,0.0,0.0,0.0,0.0,Y,5.0,29250.0,34650.0,1920.0,3.0,982591.0,188574.0,0.0,6.0,38.0,1.0,0.0
11231,346.0,22.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1190.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,64.08,0.0,0.0,0.0,0.0,Y,5.0,50850.0,50850.0,1920.0,3.0,982569.0,188587.0,0.0,6.0,38.0,1.0,0.0
11231,346.0,21.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,750.0,0.0,2064.0,0.0,0.0,0.0,0.0,15.0,44.0,0.0,0.0,0.0,0.0,Y,5.0,31950.0,31950.0,1920.0,3.0,982555.0,188597.0,0.0,6.0,38.0,1.0,0.0
11231,346.0,11.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,7455.0,0.0,2064.0,0.0,0.0,0.0,0.0,126.75,60.0,0.0,0.0,0.0,0.0,Y,5.0,171000.0,171000.0,1920.0,3.0,982503.0,188609.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,39.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1600.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,N,5.0,69300.0,69300.0,1920.0,3.0,982694.0,188682.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,40.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1600.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,N,5.0,69300.0,69300.0,1920.0,3.0,982675.0,188689.0,0.0,6.0,38.0,1.0,0.0
11231,340.0,41.0,6.0,15.0,39.0,E202,76.0,4100.0,3.0,2C,M2-1,0.0,0.0,11.0,C,1600.0,0.0,2064.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,N,5.0,69300.0,69300.0,1920.0,3.0,982657.0,188696.0,0.0,6.0,38.0,1.0,0.0
