"","block","lot","cd","schooldist","council","zipcode","firecomp","policeprct","healtharea","sanitboro","sanitsub","zonedist1","spdist1","ltdheight","landuse","ownertype","lotarea","bldgarea","resarea","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","assessland","assesstot","yearbuilt","borocode","xcoord","ycoord","edesignum","sanitdistrict","healthcenterdistrict","pfirm15_flag","last_modif"
"760943",1211,31,"01",31,49,NA,"L080",121,100,5,"4C","R3A","0","0","11","",2450,0,1500,0,0,0,0,25,98,0,0,"0","0","N","5",1413,1413,1920,5,941001,170545,"0","1","51","0",0
"760944",1392,46,"01",31,49,NA,"E158",121,100,5,"4C","M2-1","0","0","11","X",41184,0,1500,0,0,0,0,134,345,0,0,"0","0","Y","5",310500,310500,1920,5,933763,168517,"0","1","51","1",0
"760945",2271,29,"02",31,50,NA,"L085",122,100,5,"2C","R1-2","1","0","11","",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",308,308,1920,5,946698,149134,"0","2","51","1",0
"760946",2274,34,"02",31,50,NA,"L085",122,100,5,"2C","R1-2","1","0","11","X",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",308,308,1920,5,946002,148922,"0","2","51","1",0
"760947",2282,1,"02",31,50,NA,"L085",122,100,5,"2C","R1-2","1","0","11","C",57000,0,1500,0,0,0,0,200,285,0,0,"0","0","N","3",4275,4275,1920,5,945159,148250,"0","2","51","1",0
"760948",2790,150,"02",31,50,NA,"E154",121,100,5,"4D","M1-1","0","0","11","C",457380,0,1500,0,0,0,0,1030,475,0,0,"0","0","Y","5",164700,164700,1920,5,932287,157077,"0","2","51","1",0
"760949",3066,94,"01",31,50,NA,"E152",120,700,5,"1C","R1-2","1","0","11","X",20,0,1500,0,0,0,0,1,20,0,0,"0","0","N","5",10,10,1920,5,967658,161648,"0","1","51","0",0
"760950",3123,130,"02",31,50,NA,"E161",122,910,5,"1C","R3-1","0","0","11","",9500,0,1500,0,0,0,0,20,500,0,0,"0","0","Y","5",975,975,1920,5,966088,155437,"0","2","51","1",0
"760951",3414,52,"02",31,50,NA,"L081",122,910,5,"1C","R3X","0","0","11","",2040,0,1500,0,0,0,0,20,102,0,0,"0","0","N","5",193,193,1920,5,964585,153715,"0","2","51","1",0
"760952",3755,22,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","",6749,0,1500,0,0,0,0,60,112,0,0,"0","0","N","5",2143,2143,1920,5,960283,150096,"0","2","51","1",0
"760953",3762,6,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","",3690,0,1500,0,0,0,0,40,92,0,0,"0","0","Y","5",360,360,1920,5,960213,149808,"0","2","51","1",0
"760956",3764,26,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","0","0","11","",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",6267,6267,1920,5,959007,149843,"0","2","51","1",0
"760957",3765,4,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","0","0","11","X",3160,0,1500,0,0,0,0,40,79,0,0,"0","0","N","5",300,300,1920,5,959033,149487,"0","2","51","1",0
"760958",3794,30,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","X",2600,0,1500,0,0,0,0,40,65,0,0,"0","0","N","5",439,439,1920,5,959669,148774,"0","2","51","1",0
"760959",3824,14,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","",3600,0,1500,0,0,0,0,60,60,0,0,"0","0","N","5",1638,1638,1920,5,961088,149623,"0","2","51","1",0
"760962",3838,6,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","X",4480,0,1500,0,0,0,0,40,112,0,0,"0","0","N","5",4113,4113,1920,5,961740,149988,"0","2","51","1",0
"760964",3856,16,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","X",1428,0,1500,0,0,0,0,21,68,0,0,"0","0","N","5",290,290,1920,5,960132,148730,"0","2","51","1",0
"760965",4050,68,"02",31,50,NA,"E165",122,920,5,"2D","R3-1","0","0","11","",2880,0,1500,0,0,0,0,60,48,0,0,"0","0","N","5",6326,6326,1920,5,955134,144446,"0","2","51","1",0
"760968",4160,10,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","C",2050,0,1500,0,0,0,0,25,82,0,0,"0","0","N","5",1477,1477,1920,5,953162,141639,"0","3","51","1",0
"760971",4500,800,"03",31,51,NA,"L085",122,920,5,"2E","R3-2","1","0","11","C",89000,0,1500,0,0,0,0,25,1825,0,0,"0","0","N","5",14210,14210,1920,5,944196,143647,"0","3","51","0",0
"760972",4581,35,"03",31,51,NA,"L082",122,920,5,"2E","PARK","0","0","9","C",10000,0,1500,0,0,0,0,100,100,0,0,"0","0","N","3",2984,2984,1920,5,943010,144076,"0","3","51","0",0
"760984",4788,375,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","C",37840,0,1500,0,0,0,0,220,172,0,0,"0","0","N","5",13255,13255,1920,5,953239,140599,"0","3","51","1",0
"760992",4793,78,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","",7216,0,1500,0,0,0,0,82,88,0,0,"0","0","N","5",4296,4296,1920,5,952455,140036,"0","3","51","1",0
"760993",4793,80,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","",13816,0,1500,0,0,0,0,157,88,0,0,"0","0","N","5",1260,1260,1920,5,952379,140130,"0","3","51","1",0
"760994",4793,94,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","",3520,0,1500,0,0,0,0,40,88,0,0,"0","0","N","5",1789,1789,1920,5,952240,140300,"0","3","51","1",0
"760996",5319,154,"03",27,51,NA,"",74,17,2," ","R3-1","1","0","11","C",166400,0,1500,0,0,0,0,260,640,0,0,"0","0","Y","5",27326,27326,1920,5,942768,133279,"0","2","27","1",0
"760997",5320,109,"03",31,51,NA,"L082",122,920,5,"3C","R3-1","1","0","11","C",3705,0,1500,0,0,0,0,50,76,0,0,"0","0","Y","5",3939,3939,1920,5,942594,133743,"0","3","51","1",0
"760998",5653,98,"03",31,51,NA,"E167",123,800,5,"5E","R3-1","1","0","9","X",1720,0,1500,0,0,0,0,172,10,0,0,"0","0","N","5",1350,1350,1920,5,936402,143874,"0","3","51","1",0
"760999",5770,3,"03",31,51,NA,"E167",123,800,5,"5C","PARK","0","0","9","C",8000,0,1500,0,0,0,0,80,100,0,0,"0","0","N","5",4644,4644,1920,5,930604,143848,"0","3","51","0",0
"761000",5770,41,"03",31,51,NA,"E167",123,800,5,"5C","PARK","0","0","9","C",9160,0,1500,0,0,0,0,116,79,0,0,"0","0","N","5",11191,11191,1920,5,930921,143983,"0","3","51","0",0
"761001",5774,22,"03",31,51,NA,"E167",123,800,5,"5C","PARK","0","0","9","C",35000,0,1500,0,0,0,0,350,100,0,0,"0","0","N","3",5074,5074,1920,5,932270,141394,"0","3","51","0",0
"761003",6018,86,"03",31,51,NA,"L084",123,800,5,"5C","R3-2","1","0","11","X",1000,0,1500,0,0,0,0,20,50,0,0,"0","0","N","5",900,900,1920,5,929406,141032,"0","3","51","0",0
"761004",6277,11,"03",31,51,NA,"E167",123,800,5,"7C","R3X","1","0","11","C",12000,0,1500,0,0,0,0,120,100,0,0,"0","0","N","5",1920,1920,1920,5,933681,136536,"0","3","51","1",0
"761005",6277,90,"03",31,51,NA,"E167",123,800,5,"7C","R3X","1","0","11","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",660,660,1920,5,933620,136626,"0","3","51","1",0
"761006",6351,7,"03",31,51,NA,"E164",123,800,5,"4D","R3X","1","0","11","",2060,0,1500,0,0,0,0,20,103,0,0,"0","0","Y","5",4296,4296,1920,5,938818,131287,"0","3","51","1",0
"761007",6351,13,"03",31,51,NA,"E164",123,800,5,"4D","R3X","1","0","11","C",1760,0,1500,0,0,0,0,20,88,0,0,"0","0","Y","5",3223,3223,1920,5,938920,131352,"0","3","51","1",0
"761008",6373,35,"03",31,51,NA,"E164",123,800,5,"4D","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",3351,3351,1920,5,937127,133975,"0","3","51","0",0
"761009",6373,42,"03",31,51,NA,"E164",123,800,5,"4D","PARK","0","0","9","C",11780,0,1500,0,0,0,0,94,120,0,0,"0","0","Y","6",7380,7380,1920,5,937230,133928,"0","3","51","1",0
"761010",6373,105,"03",31,51,NA,"E164",123,800,5,"4E","PARK","0","0","9","C",2041,0,1500,0,0,0,0,20.04,100.1,0,0,"0","0","Y","5",360,360,1920,5,936269,134577,"0","3","51","0",0
"761011",6403,29,"03",31,51,NA,"E164",123,800,5,"4D","PARK","0","0","9","C",4400,0,1500,0,0,0,0,40,110,0,0,"0","0","N","5",6805,6805,1920,5,936972,131847,"0","3","51","0",0
"761012",6427,72,"03",31,51,NA,"E164",123,800,5,"4E","PARK","0","0","9","C",10000,0,1500,0,0,0,0,100,100,0,0,"0","0","N","5",16478,16478,1920,5,935665,134036,"0","3","51","0",0
"761013",6470,6,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",10000,0,1500,0,0,0,0,100,100,0,0,"0","0","Y","5",1560,1560,1920,5,934366,133558,"0","3","51","0",0
"761014",6505,64,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",600,600,1920,5,934359,132235,"0","3","51","0",0
"761015",6509,12,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",600,600,1920,5,933716,133116,"0","3","51","0",0
"761016",6509,76,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",600,600,1920,5,933645,133034,"0","3","51","1",0
"761017",6510,30,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",2220,0,1500,0,0,0,0,20,111,0,0,"0","0","Y","5",360,360,1920,5,934007,133555,"0","3","51","0",0
"761018",6543,1,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",154775,0,1500,0,0,0,0,289,569,0,0,"0","0","Y","3",2763000,2763000,1920,5,932849,130029,"0","3","51","0",0
"761019",6576,18,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4100,0,1500,0,0,0,0,41,100,0,0,"0","0","N","5",3118,3118,1920,5,931634,132449,"0","3","51","0",0
"761020",6584,20,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",5150,0,1500,1,0,0,0,50,103,0,0,"0","0","N","5",16929,48309,1920,5,930932,132323,"0","3","51","0",0
"761021",6600,68,"03",31,51,NA,"E164",123,800,5,"7E","PARK","0","0","9","C",8894,0,1500,0,0,0,0,40,134,0,0,"0","0","Y","5",17793,17793,1920,5,931900,129071,"0","3","51","0",0
"761022",6662,61,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",4988,0,1500,0,0,0,0,50,106,0,0,"0","0","N","0",10200,10200,1920,5,929751,125724,"0","3","51","0",0
"761023",6662,79,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",5644,0,1500,0,0,0,0,49,106,0,0,"0","0","N","0",11760,11760,1920,5,929425,125633,"0","3","51","1",0
"761024",6662,82,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",5311,0,1500,0,0,0,0,55,111,0,0,"0","0","N","0",10740,10740,1920,5,929617,125539,"0","3","51","0",0
"761025",6662,115,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",16067,0,1500,0,0,0,0,67,284,0,0,"0","0","Y","0",36120,36120,1920,5,930152,125585,"0","3","51","1",0
"761027",7267,329,"03",31,51,NA,"E168",123,800,5,"6D","R3-1","1","0","11","C",1232,0,1500,0,0,0,0,44,28,0,0,"0","0","N","5",81,81,1920,5,922117,135938,"0","3","51","0",0
"761028",7307,10,"03",31,51,NA,"E168",123,800,5,"6D","M1-1","1","0","11","X",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",68850,68850,1920,5,919806,135492,"0","3","51","0",0
"761029",7379,15,"03",31,51,NA,"L076",123,800,5,"6D","R3-2","1","0","11","C",32800,0,1500,0,0,0,0,214,200,0,0,"0","0","Y","5",54000,54000,1920,5,919562,133589,"0","3","51","0",0
"761030",7748,1,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",88000,0,1500,0,0,0,0,440,200,0,0,"0","0","N","3",20373,20373,1920,5,921001,127492,"0","3","51","0",0
"761031",7753,45,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",7932,0,1500,0,0,0,0,60,130.27,0,0,"0","0","Y","5",1200,1200,1920,5,921317,124813,"0","3","51","0",0
"761032",7758,14,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",3000,0,1500,0,0,0,0,30,100,0,0,"0","0","N","5",2088,2088,1920,5,920784,125344,"0","3","51","0",0
"761033",7758,34,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",4500,0,1500,0,0,0,0,45,100,0,0,"0","0","N","3",2686,2686,1920,5,920776,125697,"0","3","51","0",0
"761034",7761,6,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",2088,2088,1920,5,920867,125958,"0","3","51","0",0
"761035",7761,11,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",6000,0,1500,0,0,0,0,60,100,0,0,"0","0","N","5",5728,5728,1920,5,920835,126063,"0","3","51","0",0
"761036",7762,4,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",6000,0,1500,0,0,0,0,60,100,0,0,"0","0","N","5",5728,5728,1920,5,920629,125851,"0","3","51","0",0
"761037",7762,43,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",8000,0,1500,0,0,0,0,80,100,0,0,"0","0","N","5",8118,8118,1920,5,920716,125908,"0","3","51","0",0
"761038",7766,42,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",48000,0,1500,0,0,0,0,480,100,0,0,"0","0","N","5",7320,7320,1920,5,920489,126634,"0","3","51","0",0
"761039",7768,31,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",3302,0,1500,0,0,0,0,40.13,83.87,0,0,"0","0","Y","5",540,540,1920,5,919783,126704,"0","3","51","0",0
"761040",7770,62,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",2088,2088,1920,5,920444,127318,"0","3","51","0",0
"761044",7800,80,"03",31,51,NA,"E151",123,800,5,"8C","R1-2","1","0","0","",4860,0,1500,0,0,0,0,30,165,0,0,"0","0","N","8",108,108,1920,5,919698,122522,"0","3","51","0",0
"761045",7971,60,"03",31,51,NA,"L076",123,800,5,"8E","M3-1","1","0","11","C",25000,0,1500,0,0,0,0,120.05,248,0,0,"0","0","Y","5",17550,17550,1920,5,919481,128939,"0","3","51","1",0
"761225",3337,150,"09",28,29,NA,"L143",102,1920,4,"4C","R4-1","0","0","10","",185,0,1600,1,1,0,0,10,18.5,10,20,"0","2","N","6",549,1310,1950,4,1030963,198195,"0","9","46","0",0
"761254",694,107,"01",31,49,NA,"L083",120,600,5,"3E","R2","0","0","11","",36,0,1500,0,0,0,0,6,6,0,0,"0","0","Y","8",450,450,1920,5,951621,162019,"0","1","51","0",0
"761267",7765,28,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",600,600,1920,5,920575,126890,"0","3","51","0",0
"761335",10465,7,"12",29,23,NA,"E301",103,2820,4,"1E","R4","0","0","11","",715,0,1600,0,0,0,0,5,143,0,0,"0","0","N","8",420,420,1920,4,1049615,199794,"0","12","44","0",0
"761403",3339,106,"06",28,29,NA,"E305",112,1920,4,"2C","R6","0","0","10","",175,0,1600,1,1,0,0,9,19.42,10,20,"0","2","N","5",839,1969,1950,4,1029482,200711,"0","6","46","0",0
"761420",14065,24,"10",27,32,NA,"L173",106,3611,4,"4C","R2","0","0","11","",800,0,1600,0,0,0,0,20.42,40,0,0,"0","0","N","5",1491,1491,1920,4,1028780,177167,"0","10","45","1",0
"761635",15551,13,"14",27,31,NA,"E328",101,3800,4,"3C","R4A","0","0","11","",1193,0,1600,0,0,0,0,36.85,46.32,0,0,"0","0","Y","5",1057,1057,1920,4,1054891,159686,"0","14","45","0",0
"761643",3723,52,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","0","0","11","C",7395,0,1500,0,0,0,0,85,87,0,0,"0","0","N","3",720,720,1920,5,958684,149537,"0","2","51","1",0
"761786",536,110,"01",31,49,NA,"L077",120,500,5,"1D","R3-2","0","0","11","",1094,0,1500,0,0,0,0,36.17,30.25,0,0,"0","0","N","5",554,554,1920,5,961503,167760,"0","1","51","0",0
"761980",12439,180,"12",29,27,NA,"E317",113,3532,4,"5E","R3-2","0","0","11","X",8379,0,1600,0,0,0,0,84,99.75,0,0,"0","0","N","5",10512,10512,1920,4,1049377,191320,"0","12","44","0",0
"762123",621,28,"01",31,49,NA,"E160",120,500,5,"1E","R3-1","1","0","11","",2275,0,1500,0,0,0,0,25,91,0,0,"0","0","N","5",5460,5460,1920,5,959188,163916,"0","1","51","0",0
"762160",5882,1128,"08",10,11,NA,"E052",50,100,2,"3E","R3A","0","0","11","",2511,0,2001,0,0,0,0,31,81,0,0,"0","0","Y","5",3759,3759,1920,2,1012442,271047,"0","8","21","0",0
"762359",4324,34,"11",11,13,NA,"L041",49,1210,2,"1C","R6","0","0","11","",625,0,2001,0,0,0,0,25,25,0,0,"0","0","N","6",554,554,1920,2,1022562,251325,"0","11","26","0",0
"762360",13474,40,"13",29,31,NA,"E311",105,3620,4,"8D","M1-1","0","0","11","X",800,0,1600,0,0,0,0,14,75,0,0,"0","0","Y","3",3051,3051,1920,4,1052552,180388,"0","13","44","0",0
"762363",44,46,"02",13,33,NA,"E207",84,1000,3," ","R6B","0","0","11","",1622,0,2064,0,0,0,0,25,73.08,0,0,"0","0","Y","5",7910,7910,1920,3,989641,195254,"0","1","36","0",0
"762366",4305,157,"05",19,42,NA,"E225",75,6420,3,"4E","R5","0","0","11","",374,0,2064,0,0,0,0,24.5,15.25,0,0,"0","0","N","5",60,60,1920,3,1015681,180750,"0","5","33","0",0
"762418",6508,72,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",600,600,1920,5,933884,133137,"0","3","51","0",0
"762419",6509,1,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",6420,0,1500,0,0,0,0,60,107,0,0,"0","0","N","5",960,960,1920,5,933573,133124,"0","3","51","0",0
"762423",7153,106,"03",31,51,NA,"L084",123,800,5,"6C","M2-1","1","0","11","",1275,0,1500,0,0,0,0,42.25,25.44,0,0,"0","0","Y","5",25200,25200,1920,5,923670,141121,"0","3","51","1",0
"762428",7758,39,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",4057,4057,1920,5,920808,125599,"0","3","51","0",0
"762443",4527,49,"11",11,13,NA,"L051",49,820,2,"3D","R4","0","0","11","",1080,0,2001,0,0,0,0,21.08,66.25,0,0,"0","0","Y","5",1394,1394,1920,2,1025893,255071,"0","11","24","0",0
"762449",3850,16,"05",19,42,NA,"E231",75,6300,3,"4C","M1-1","0","0","11","",1440,0,2064,0,0,0,0,16,90,0,0,"0","0","N","5",29700,29700,1920,3,1012192,179818,"0","5","33","0",0
"762452",6037,15,"10",20,43,NA,"E242",68,7910,3,"2E","PARK","0","0","9","C",653,0,2064,0,0,0,0,4.5,145,0,0,"0","0","N","8",1800,2250,1920,3,977746,165245,"0","10","31","0",0
"762469",62,17,"01",31,49,NA,"E155",120,400,5,"2C","M3-1","0","0","11","",2393,0,1500,0,0,0,0,23.93,100,0,0,"0","0","N","5",22500,22500,1920,5,959254,174496,"0","1","51","0",0
"762482",3761,46,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","C",3760,0,1500,0,0,0,0,40,94,0,0,"0","0","N","5",360,360,1920,5,959733,149706,"0","2","51","1",0
"762553",2607,12,"03",8,16,NA,"E050",42,3500,2,"1B","R6","0","0","11","",2108,0,2001,0,0,0,0,25.85,94.4,0,0,"0","0","Y","5",68400,68400,1920,2,1009805,240184,"0","3","22","0",0
"762554",2887,101,"04",9,16,NA,"E092",44,2500,2,"3B","R7-1","0","0","9","X",6298,0,2001,0,0,0,0,243,81.22,0,0,"0","0","Y","5",63450,63450,1920,2,1010003,244546,"0","4","22","0",0
"762556",3290,18,"07",10,15,NA,"E079",52,900,2,"2B","R5A","0","0","10","",2597,0,2001,1,1,0,0,26.67,115,20,30,"0","2","Y","5",4227,5788,1950,2,1015040,255515,"0","7","21","0",0
"762569",7688,40,"15",22,45,NA,"E276",61,8821,3,"2D","R3-2","0","0","10","",1633,0,2064,0,0,0,0,16.33,100,0,0,"0","0","N","5",35100,35100,1920,3,998953,162903,"0","15","35","0",0
"762584",2039,81,"02",13,35,NA,"E207",88,1100,3,"4C","R6","0","0","8","X",23872,17648,2064,1,2,0,1,71.06,355.33,43.55,207.58,"0","0","Y","0",429750,1631700,1952,3,990605,192468,"0","2","36","0",0
"762601",9399,51,"09",27,28,NA,"E294",102,3100,4,"1E","R4A","0","0","11","C",1,0,1600,0,0,0,0,1.25,0.16,0,0,"0","0","Y","8",13,13,1920,4,1030660,191486,"0","9","45","0",0
"762607",10543,14,"13",29,23,NA,"E301",105,2820,4,"3D","R2","0","0","11","C",306,0,1600,0,0,0,0,3,102,0,0,"0","0","N","8",144,144,1920,4,1053439,199982,"0","13","44","0",0
"762623",13728,8,"13",29,31,NA,"E314",105,3620,4,"7E","R3-2","0","0","10","",8148,0,1600,0,0,0,0,84,97,0,0,"0","0","N","5",172800,172800,1920,4,1054760,178823,"0","13","44","1",0
"762624",13769,111,"13",29,31,NA,"E314",105,3620,4,"7E","PARK","0","0","9","C",43222,0,1600,0,0,0,0,146.25,1460,0,0,"0","0","Y","5",37185,37185,1920,4,1056627,177250,"0","13","44","1",0
"762676",3414,35,"02",31,50,NA,"L081",122,910,5,"1C","R3X","0","0","11","X",3510,0,1500,0,0,0,0,40,120,0,0,"0","0","Y","5",374,374,1920,5,964364,153978,"0","2","51","1",0
"762682",4232,1,"02",31,50,NA,"E165",122,920,5,"2C","R3X","0","0","11","X",6800,0,1500,0,0,0,0,36.58,200,0,0,"0","0","Y","5",14869,14869,1920,5,950632,147006,"0","2","51","0",0
"762683",4239,17,"02",31,50,NA,"E165",122,920,5,"2C","R3X","0","0","11","X",137,0,1500,0,0,0,0,13.67,10,0,0,"0","0","N","5",60,60,1920,5,950179,146169,"0","2","51","0",0
"762688",5202,180,"03",31,51,NA,"E162",122,920,5,"3D","C3A","1","0","11","",42,0,1500,0,0,0,0,1,50,0,0,"0","0","Y","8",49,49,1920,5,945588,138016,"0","3","51","1",0
"762706",10149,54,"12",28,28,NA,"E275",103,3400,4,"3C","R4","0","0","11","",3694,0,1600,0,0,0,0,25.65,144,0,0,"0","0","N","5",3580,3580,1920,4,1041952,192651,"0","12","44","0",0
"762719",11742,42,"10",27,32,NA,"E302",106,3611,4,"2E","R3-2","0","0","11","",2100,0,1600,0,0,0,0,23.67,148.17,0,0,"0","0","Y","3",1477,1477,1920,4,1034766,184077,"0","10","45","0",0
"762745",8112,185,"11",26,19,NA,"E313",111,2150,4,"4C","PARK","0","0","9","C",4176,0,1600,0,0,0,0,24.33,174,0,0,"0","0","Y","5",4478,4478,1920,4,1055670,218923,"0","11","43","0",0
"762799",5496,49,"10",8,13,NA,"E072",45,3220,2,"2C","R4A","0","0","11","",396,0,2001,0,0,0,0,177,10,0,0,"0","0","Y","5",10,10,1920,2,1036218,238452,"0","10","26","1",0
"762904",7067,123,"11",26,20,NA,"L167",111,2121,4,"3C","R3-1","0","0","10","",391,0,1600,0,0,0,0,24.61,22.46,0,0,"0","0","Y","6",22050,22050,1920,4,1042037,209173,"0","11","43","0",0
"762920",1835,400,"02",31,50,NA,"E158",121,100,5,"4E","M3-1","0","0","11","",1791013,0,1500,0,0,0,0,41.08,2800,0,0,"0","0","Y","5",451350,451350,1920,5,931813,167408,"0","2","51","1",0
"762931",3414,53,"02",31,50,NA,"L081",122,910,5,"1C","R3X","0","0","11","",4040,0,1500,0,0,0,0,40,101,0,0,"0","0","N","3",408,408,1920,5,964605,153692,"0","2","51","1",0
"762933",10857,118,"13",29,27,NA,"E304",105,3520,4,"4C","R2","0","0","11","C",440,0,1600,0,0,0,0,1,440,0,0,"0","0","Y","8",72,72,1920,4,1053594,199464,"0","13","44","0",0
"762985",4694,34,"03",31,50,NA,"E165",122,920,5,"1D","R3X","0","0","11","",4200,0,1500,0,0,0,0,42,100,0,0,"0","0","N","5",3288,3288,1920,5,951068,141542,"0","3","51","1",0
"763015",2608,53,"03",9,16,NA,"L019",42,3500,2,"1B","R6","0","0","11","C",1885,0,2001,0,0,0,0,20.1,95.47,0,0,"0","0","Y","5",1737,1737,1920,2,1010252,241242,"0","3","22","0",0
"763115",1093,128,"03",30,21,NA,"E316",115,610,4,"1C","R3-1","0","0","11","C",240,0,1600,0,0,0,0,6,40,0,0,"0","0","Y","8",52,52,1920,4,1020033,218885,"0","3","42","0",0
"763121",1648,27,"03",30,21,NA,"E316",115,610,4,"1C","R3X","0","0","11","",2510,0,1600,0,0,0,0,31.58,89.17,0,0,"0","0","Y","3",6908,6908,1920,4,1021454,218695,"0","3","42","0",0
"763187",11552,95,"10",27,32,NA,"E331",106,3000,4,"1E","R3X","0","0","11","",150,0,1600,0,0,0,0,10,29.5,0,0,"0","0","Y","8",78,78,1920,4,1029806,183454,"0","10","45","0",0
"763189",11748,64,"10",27,28,NA,"E302",106,3611,4,"3C","C8-1","0","0","10","",3000,50,1600,1,1,0,1,30,100,5,10,"0","0","N","5",52200,56250,1996,4,1036634,185162,"0","10","45","0",0
"763232",4700,12,"03",31,51,NA,"E165",122,920,5,"1C","R3-1","1","0","11","",4400,0,1500,0,0,0,0,40,100,0,0,"0","0","Y","5",7404,7404,1920,5,947728,144527,"0","3","51","0",0
"763274",5930,891,"08",10,11,NA,"E052",50,100,2,"3D","R1-1","1","0","11","",275,0,2001,0,0,0,0,1,275,0,0,"0","0","Y","8",139,139,1920,2,1008000,268267,"0","8","21","0",0
"763428",13432,32,"13",29,31,NA,"E311",105,3620,4,"8E","M1-1","0","0","11","C",7600,0,1600,0,0,0,0,80,95,0,0,"0","0","N","5",151650,151650,1920,4,1050024,178418,"0","13","44","0",0
"763429",14004,87,"10",27,32,NA,"L173",106,3611,4,"4C","R2","0","0","11","",2400,0,1600,0,0,0,0,24,100,0,0,"0","0","Y","5",2984,2984,1920,4,1026351,178526,"0","10","45","1",0
"763430",14225,137,"10",27,32,NA,"L173",106,3611,4,"4E","R3A","1","0","11","",960,0,1600,0,0,0,0,20,48,0,0,"0","0","Y","2",595,595,1920,4,1030762,178796,"0","10","45","1",0
"763466",2007,13,"10",5,9,NA,"E059",32,1000,1,"4B","R7-2","0","0","9","",2598,0,7664,0,0,0,0,26,99.92,0,0,"0","0","N","5",39150,39150,1920,1,1000583,236909,"0","10","11","0",0
"763654",95,33,"01",31,49,NA,"E156",120,400,5,"2D","R1-2","1","0","11","",3933,0,1500,0,0,0,0,0,0,0,0,"0","0","N","5",3180,3180,1920,5,958094,171550,"0","1","51","0",0
