PC1
-58168.76168798259
-54134.93895773393
-66434.6017548179
-74338.69052150623
-76570.72119621988
-77423.49839317672
-6994.7093914411125
-70957.41378583059
-66532.32668218567
-73883.28141594764
-49840.5970428797
-80563.19787504038
-38325.47590623155
-72171.73789921404
-80302.84609048678
-78562.21458798395
-68729.73661358541
-57622.07846543177
-74042.29180042175
-9159.52647482898
-18316.675466971366
-55294.512933460675
-71790.10407799347
-73128.75096663054
-71463.53046512614
-59021.590188563896
1440.17027392363
170846.33796358746
-73978.15916117848
-62076.25610740581
-66528.52909491521
-57816.10846932337
-75741.23491846374
-71529.13860625378
-55272.80377395594
-73222.12884160812
-81432.4676171728
-77285.10304068014
-71648.99067626634
-86319.00860768654
-71934.93616503723
-71830.06963968129
-68121.68510590264
-75350.93466551111
-50347.047652055786
-75259.20963656054
-62967.342618325434
-74984.63440153387
-77291.03877677061
-72129.88222365276
-71956.0860859139
-90081.90575374021
-46022.37454955698
-73094.22087689195
-55699.47936558971
-35056.486182845656
-66385.45012381006
-62211.94167148765
172830.4502310385
-71364.06911400516
-71433.81261781037
-72010.20941504929
-8737.584204271505
-75822.60910664819
-75305.57637924005
-71277.03964454595
-83814.31020441165
-50420.84780727675
449613.510594759
-72212.54381505985
-77552.55249594814
-59434.32139968059
-68873.37667744388
-74265.2741734983
-70865.38086059957
-73641.52969735385
-78287.16079333337
-53928.942729635884
-58561.72157581563
-64684.046180836274
-43893.855037209076
-67057.1132116328
-73195.39429108404
-71653.40671092036
-68282.76890471573
-73942.85598145062
-73871.27031290672
-19395.44823494459
-72797.24168279309
-70797.30831515531
-69240.81069506431
-41283.46794618677
32896.96769874068
-72015.38375829403
-80036.58620035273
-78078.36818599193
9012.189335420207
-35433.34925990758
-70977.40896607294
-63223.4373150734
-34078.41166278278
-75280.25120511072
-29817.531545103502
-43440.68847755521
-73851.38802647874
-75597.74304755779
-70862.68519542803
-71377.6383098947
-70411.69382158511
-80414.17005374229
-78205.15505987896
-80100.01019535128
-63643.08094077966
-71121.23806784686
-82633.44090966201
-66205.34018021214
-83893.29065257599
-33202.961583859375
-82434.7962758955
-61118.5417959426
-68799.39230233626
-68282.54404814978
-28243.352072604845
144982.31340683572
-73375.73716447684
-74069.12206319146
-70725.54364014039
-71806.7584763769
-47872.66662036713
-61541.31712737676
-69846.39612566573
-83056.84613404317
-64920.73191575223
-59683.483176408816
-71612.36685692864
-11238.944149122963
-75710.4141588952
-82746.02063156114
-75815.1119387885
-71858.09213303559
-68177.16058363112
-47623.75407406328
-78981.87085354909
-59538.96352086391
-62012.174542584246
-46471.94503757907
-63371.181545322666
-68483.07473475678
-59803.05451286343
-74912.51744499398
-68906.1484364897
-62895.776755568186
244061.39923785476
-64543.7581151342
-69308.48747155789
-57701.75560513662
-24679.74008851701
-86763.35129333714
-69377.8068703175
-74029.22237644829
-97508.72760076422
-77497.53528339397
-72912.18336146252
-64058.50994921221
-68951.04799950476
-6774.61433770438
-78306.69580290176
684382.2194130018
-55203.89658444661
-69757.30018874173
-25646.613546710865
285118.0108054423
-61361.8532626438
-57767.74063934586
-76136.1140477747
-73617.77840531469
-60724.95488756915
-73212.83845970793
-59065.869837787766
-92411.62109159122
-84900.62848393312
-71711.19451555208
-61747.940105484944
